,brand,titles,titles_tag
33,80's purple,clothe monarchy plastic polarize quot square sunglasses wrap,"[('clothe', 'NOUN'), ('monarchy', 'NOUN'), ('plastic', 'NOUN'), ('polarize', 'NOUN'), ('quot', 'NOUN'), ('square', 'ADJ'), ('sunglasses', 'NOUN'), ('wrap', 'NOUN')]"
34,99 volts,cash clothe friend johnny logo mine quot sticker,"[('cash', 'NOUN'), ('clothe', 'NOUN'), ('friend', 'NOUN'), ('johnny', 'NOUN'), ('logo', 'NOUN'), ('mine', 'NOUN'), ('quot', 'NOUN'), ('sticker', 'NOUN')]"
35,99volts,clothe decal fighters foo joe logo sticker,"[('clothe', 'ADJ'), ('decal', 'ADJ'), ('fighters', 'NOUN'), ('foo', 'VERB'), ('joe', 'VERB'), ('logo', 'NOUN'), ('sticker', 'NOUN')]"
36,: polk audio,audio black blackstone channel home polk speaker system theater,"[('audio', 'ADJ'), ('black', 'ADJ'), ('blackstone', 'NOUN'), ('channel', 'NOUN'), ('home', 'NOUN'), ('polk', 'NOUN'), ('speaker', 'NOUN'), ('system', 'NOUN'), ('theater', 'NOUN')]"
37,Nintendo,amiibo,"[('amiibo', 'VERB')]"
38,a mommy and daddy production,anonymous baby bark black cap clothe cotton cowboy cue daddy dog firefighter get grow mommy officer one overtreaters pant police production purse quiet ride shirt size small take want,"[('anonymous', 'ADJ'), ('baby', 'NOUN'), ('bark', 'NOUN'), ('black', 'ADJ'), ('cap', 'NOUN'), ('clothe', 'NOUN'), ('cotton', 'NOUN'), ('cowboy', 'NOUN'), ('cue', 'NOUN'), ('daddy', 'NOUN'), ('dog', 'NOUN'), ('firefighter', 'NOUN'), ('get', 'VERB'), ('grow', 'VERB'), ('mommy', 'NOUN'), ('officer', 'NOUN'), ('one', 'NUM'), ('overtreaters', 'NOUN'), ('pant', 'ADJ'), ('police', 'NOUN'), ('production', 'NOUN'), ('purse', 'NOUN'), ('quiet', 'ADJ'), ('ride', 'NOUN'), ('shirt', 'NOUN'), ('size', 'NOUN'), ('small', 'ADJ'), ('take', 'VERB'), ('want', 'NOUN')]"
39,a perfect circle,black circle clothe clover perfect shirt shoulder,"[('black', 'ADJ'), ('circle', 'NOUN'), ('clothe', 'NOUN'), ('clover', 'NOUN'), ('perfect', 'VERB'), ('shirt', 'NOUN'), ('shoulder', 'NOUN')]"
40,a tribe called quest,call clothe quest shirt style tribe wild,"[('call', 'VERB'), ('clothe', 'NOUN'), ('quest', 'NOUN'), ('shirt', 'NOUN'), ('style', 'NOUN'), ('tribe', 'NOUN'), ('wild', 'ADJ')]"
41,a&e designs,abbott adult always american apparel army automotive back bald ball beach beatles big biker bitch black blend blue bob bone bowl bulldog camp cap car chairman charcoal chevrolet chevy chief children chinese choppers classic clock clothe colorful communist contrast corgi costello cotton crack cranberry dad david dawn dead distress dodge dog dye dylan earth emblem embroider explorer extensions face factory fallout father fell fidel fine first flame flannel floor floyd flyers fold ford funny gilmour girl glass gmc godfather grateful gray guitars hammer happy hat hell hemi highway hilton hoodie hoody hour hunter hurst indian jacket janis joplin joy khaki kid kosmic lab ladies large leg lifeguard lightweight logo long look love lovers low machine mafia make mania mao marry martini medium mens mesh monterey mopar motorcycle movie muscle mustang native navy nova olive original owner panel pant papa part peace pink play pocket pontiac portholes postal print proud pseudo quot race radiation radioactive rain read red retro rise robinson rock sail sailboats search seattle series sex sexy shift shirt short show sickle sign silk size sleeve slicker solar solid somewhere soviet spandex sport spot stain steal stretch surreal sweatshirt swirl symbol tag tank tanktop tee thermal tie top truck tshirt tube union upscale usa ussr vintage viper virginia wanna waterproof wear welsh white world yellow yoga youth zedong,"[('abbott', 'NOUN'), ('adult', 'NOUN'), ('always', 'ADV'), ('american', 'ADJ'), ('apparel', 'NOUN'), ('army', 'NOUN'), ('automotive', 'ADJ'), ('back', 'ADJ'), ('bald', 'ADJ'), ('ball', 'NOUN'), ('beach', 'NOUN'), ('beatles', 'NOUN'), ('big', 'ADJ'), ('biker', 'NOUN'), ('bitch', 'NOUN'), ('black', 'ADJ'), ('blend', 'NOUN'), ('blue', 'ADJ'), ('bob', 'NOUN'), ('bone', 'NOUN'), ('bowl', 'NOUN'), ('bulldog', 'NOUN'), ('camp', 'NOUN'), ('cap', 'NOUN'), ('car', 'NOUN'), ('chairman', 'NOUN'), ('charcoal', 'NOUN'), ('chevrolet', 'NOUN'), ('chevy', 'NOUN'), ('chief', 'ADJ'), ('children', 'NOUN'), ('chinese', 'ADJ'), ('choppers', 'NOUN'), ('classic', 'ADJ'), ('clock', 'NOUN'), ('clothe', 'NOUN'), ('colorful', 'ADJ'), ('communist', 'ADJ'), ('contrast', 'NOUN'), ('corgi', 'NOUN'), ('costello', 'CCONJ'), ('cotton', 'NOUN'), ('crack', 'NOUN'), ('cranberry', 'ADJ'), ('dad', 'NOUN'), ('david', 'VERB'), ('dawn', 'NOUN'), ('dead', 'ADJ'), ('distress', 'NOUN'), ('dodge', 'NOUN'), ('dog', 'NOUN'), ('dye', 'NOUN'), ('dylan', 'NOUN'), ('earth', 'NOUN'), ('emblem', 'NOUN'), ('embroider', 'ADJ'), ('explorer', 'NOUN'), ('extensions', 'NOUN'), ('face', 'VERB'), ('factory', 'NOUN'), ('fallout', 'NOUN'), ('father', 'NOUN'), ('fell', 'VERB'), ('fidel', 'NOUN'), ('fine', 'ADJ'), ('first', 'ADJ'), ('flame', 'ADJ'), ('flannel', 'NOUN'), ('floor', 'NOUN'), ('floyd', 'NOUN'), ('flyers', 'NOUN'), ('fold', 'VERB'), ('ford', 'NOUN'), ('funny', 'ADJ'), ('gilmour', 'ADJ'), ('girl', 'NOUN'), ('glass', 'NOUN'), ('gmc', 'VERB'), ('godfather', 'NOUN'), ('grateful', 'ADJ'), ('gray', 'ADJ'), ('guitars', 'NOUN'), ('hammer', 'NOUN'), ('happy', 'ADJ'), ('hat', 'NOUN'), ('hell', 'NOUN'), ('hemi', 'VERB'), ('highway', 'NOUN'), ('hilton', 'VERB'), ('hoodie', 'ADJ'), ('hoody', 'NOUN'), ('hour', 'NOUN'), ('hunter', 'NOUN'), ('hurst', 'VERB'), ('indian', 'ADJ'), ('jacket', 'NOUN'), ('janis', 'NOUN'), ('joplin', 'NOUN'), ('joy', 'NOUN'), ('khaki', 'X'), ('kid', 'ADJ'), ('kosmic', 'ADJ'), ('lab', 'NOUN'), ('ladies', 'VERB'), ('large', 'ADJ'), ('leg', 'NOUN'), ('lifeguard', 'NOUN'), ('lightweight', 'VERB'), ('logo', 'NOUN'), ('long', 'ADV'), ('look', 'VERB'), ('love', 'NOUN'), ('lovers', 'NOUN'), ('low', 'ADJ'), ('machine', 'NOUN'), ('mafia', 'NOUN'), ('make', 'NOUN'), ('mania', 'NOUN'), ('mao', 'NOUN'), ('marry', 'VERB'), ('martini', 'ADJ'), ('medium', 'NOUN'), ('mens', 'NOUN'), ('mesh', 'NOUN'), ('monterey', 'NOUN'), ('mopar', 'ADJ'), ('motorcycle', 'NOUN'), ('movie', 'NOUN'), ('muscle', 'NOUN'), ('mustang', 'NOUN'), ('native', 'ADJ'), ('navy', 'NOUN'), ('nova', 'NOUN'), ('olive', 'ADJ'), ('original', 'ADJ'), ('owner', 'NOUN'), ('panel', 'NOUN'), ('pant', 'NOUN'), ('papa', 'VERB'), ('part', 'NOUN'), ('peace', 'NOUN'), ('pink', 'ADJ'), ('play', 'NOUN'), ('pocket', 'NOUN'), ('pontiac', 'ADJ'), ('portholes', 'NOUN'), ('postal', 'ADJ'), ('print', 'NOUN'), ('proud', 'ADJ'), ('pseudo', 'NOUN'), ('quot', 'NOUN'), ('race', 'NOUN'), ('radiation', 'NOUN'), ('radioactive', 'ADJ'), ('rain', 'NOUN'), ('read', 'VERB'), ('red', 'ADJ'), ('retro', 'NOUN'), ('rise', 'VERB'), ('robinson', 'NOUN'), ('rock', 'NOUN'), ('sail', 'NOUN'), ('sailboats', 'NOUN'), ('search', 'VERB'), ('seattle', 'NOUN'), ('series', 'NOUN'), ('sex', 'NOUN'), ('sexy', 'ADJ'), ('shift', 'NOUN'), ('shirt', 'NOUN'), ('short', 'ADJ'), ('show', 'NOUN'), ('sickle', 'ADJ'), ('sign', 'NOUN'), ('silk', 'NOUN'), ('size', 'NOUN'), ('sleeve', 'NOUN'), ('slicker', 'NOUN'), ('solar', 'NOUN'), ('solid', 'ADJ'), ('somewhere', 'ADV'), ('soviet', 'ADJ'), ('spandex', 'NOUN'), ('sport', 'NOUN'), ('spot', 'NOUN'), ('stain', 'NOUN'), ('steal', 'NOUN'), ('stretch', 'ADJ'), ('surreal', 'ADJ'), ('sweatshirt', 'NOUN'), ('swirl', 'VERB'), ('symbol', 'NOUN'), ('tag', 'NOUN'), ('tank', 'NOUN'), ('tanktop', 'NOUN'), ('tee', 'NOUN'), ('thermal', 'ADJ'), ('tie', 'NOUN'), ('top', 'ADJ'), ('truck', 'NOUN'), ('tshirt', 'NOUN'), ('tube', 'NOUN'), ('union', 'NOUN'), ('upscale', 'ADJ'), ('usa', 'NOUN'), ('ussr', 'ADJ'), ('vintage', 'ADJ'), ('viper', 'NOUN'), ('virginia', 'X'), ('wanna', 'NOUN'), ('waterproof', 'ADJ'), ('wear', 'VERB'), ('welsh', 'NOUN'), ('white', 'ADJ'), ('world', 'NOUN'), ('yellow', 'ADJ'), ('yoga', 'NOUN'), ('youth', 'NOUN'), ('zedong', 'NOUN')]"
42,a&f boutique,boho clothe earring fashion green jewellery necklace set trendy,"[('boho', 'NOUN'), ('clothe', 'VERB'), ('earring', 'VERB'), ('fashion', 'NOUN'), ('green', 'ADJ'), ('jewellery', 'NOUN'), ('necklace', 'NOUN'), ('set', 'VERB'), ('trendy', 'NOUN')]"
43,a-team apparel,clothe green shirt team,"[('clothe', 'VERB'), ('green', 'ADJ'), ('shirt', 'NOUN'), ('team', 'NOUN')]"
44,a. byer,byer cambridge clothe juniors pant tropical,"[('byer', 'NOUN'), ('cambridge', 'NOUN'), ('clothe', 'NOUN'), ('juniors', 'NOUN'), ('pant', 'ADJ'), ('tropical', 'NOUN')]"
45,a.saks,black clothe duffel expandable roll saks suitcase trolley,"[('black', 'ADJ'), ('clothe', 'NOUN'), ('duffel', 'VERB'), ('expandable', 'ADJ'), ('roll', 'NOUN'), ('saks', 'NOUN'), ('suitcase', 'NOUN'), ('trolley', 'NOUN')]"
46,aa bridal,bridal charm clothe gold headpiece headpieces pearl rhinestone silver wed,"[('bridal', 'ADJ'), ('charm', 'NOUN'), ('clothe', 'NOUN'), ('gold', 'NOUN'), ('headpiece', 'NOUN'), ('headpieces', 'NOUN'), ('pearl', 'VERB'), ('rhinestone', 'ADJ'), ('silver', 'NOUN'), ('we', 'PRON'), ('d', 'AUX')]"
47,aae,altidore angel beckham blanco brad breakers brian ching cuauhtemoc cup david donovan dwayne emilio game guzan history jozy juan landon league luciano major mls movies pablo rosario soccer star taylor twellman,"[('altidore', 'ADJ'), ('angel', 'NOUN'), ('beckham', 'VERB'), ('blanco', 'NOUN'), ('brad', 'NOUN'), ('breakers', 'NOUN'), ('brian', 'VERB'), ('ching', 'VERB'), ('cuauhtemoc', 'ADJ'), ('cup', 'NOUN'), ('david', 'X'), ('donovan', 'ADJ'), ('dwayne', 'NOUN'), ('emilio', 'NOUN'), ('game', 'NOUN'), ('guzan', 'NOUN'), ('history', 'NOUN'), ('jozy', 'VERB'), ('juan', 'NOUN'), ('landon', 'NOUN'), ('league', 'NOUN'), ('luciano', 'NOUN'), ('major', 'ADJ'), ('mls', 'NOUN'), ('movies', 'NOUN'), ('pablo', 'ADJ'), ('rosario', 'NOUN'), ('soccer', 'NOUN'), ('star', 'NOUN'), ('taylor', 'NOUN'), ('twellman', 'NOUN')]"
48,aaron chang,aaron chang clothe gift roll wrap,"[('aaron', 'NOUN'), ('chang', 'X'), ('clothe', 'NOUN'), ('gift', 'NOUN'), ('roll', 'NOUN'), ('wrap', 'NOUN')]"
49,aaxa,projector,"[('projector', 'NOUN')]"
50,abandoned pool,abandon clothe humanistic large pool shirt,"[('abandon', 'VERB'), ('clothe', 'NOUN'), ('humanistic', 'ADJ'), ('large', 'ADJ'), ('pool', 'NOUN'), ('shirt', 'NOUN')]"
51,abas,abas clothe clutch cognac cover croco montecatini passport white,"[('abas', 'VERB'), ('clothe', 'NOUN'), ('clutch', 'NOUN'), ('cognac', 'NOUN'), ('cover', 'NOUN'), ('croco', 'ADJ'), ('montecatini', 'ADJ'), ('passport', 'NOUN'), ('white', 'ADJ')]"
52,abercrombie & fitch,abercrombie blue clothe fitch hood jeans ladies large sweatshirt vintage,"[('abercrombie', 'ADJ'), ('blue', 'ADJ'), ('clothe', 'NOUN'), ('fitch', 'NOUN'), ('hood', 'NOUN'), ('jeans', 'VERB'), ('ladies', 'VERB'), ('large', 'ADJ'), ('sweatshirt', 'ADJ'), ('vintage', 'NOUN')]"
53,aberdeen sportswear,aberdeen bibby black breast car cashmere charcoal clothe coat double front hipster large leather men moto small sportswear tech wool zip,"[('aberdeen', 'VERB'), ('bibby', 'ADJ'), ('black', 'ADJ'), ('breast', 'NOUN'), ('car', 'NOUN'), ('cashmere', 'NOUN'), ('charcoal', 'NOUN'), ('clothe', 'NOUN'), ('coat', 'NOUN'), ('double', 'ADJ'), ('front', 'ADJ'), ('hipster', 'NOUN'), ('large', 'ADJ'), ('leather', 'NOUN'), ('men', 'NOUN'), ('moto', 'VERB'), ('small', 'ADJ'), ('sportswear', 'NOUN'), ('tech', 'NOUN'), ('wool', 'NOUN'), ('zip', 'NOUN')]"
54,able cases,able black case clothe eye fslipblk full half size slip,"[('able', 'ADJ'), ('black', 'ADJ'), ('case', 'NOUN'), ('clothe', 'NOUN'), ('eye', 'NOUN'), ('fslipblk', 'NOUN'), ('full', 'ADJ'), ('half', 'ADJ'), ('size', 'NOUN'), ('slip', 'NOUN')]"
55,absorba,absorb absorba bag boy check clothe collection cord creeper dive footie girl home months newborn one pant pointelle pram print set size take weave,"[('absorb', 'VERB'), ('absorba', 'NOUN'), ('bag', 'NOUN'), ('boy', 'NOUN'), ('check', 'NOUN'), ('clothe', 'NOUN'), ('collection', 'NOUN'), ('cord', 'NOUN'), ('creeper', 'NOUN'), ('dive', 'NOUN'), ('footie', 'NOUN'), ('girl', 'NOUN'), ('home', 'NOUN'), ('months', 'NOUN'), ('newborn', 'ADJ'), ('one', 'NUM'), ('pant', 'ADJ'), ('pointelle', 'NOUN'), ('pram', 'NOUN'), ('print', 'NOUN'), ('set', 'NOUN'), ('size', 'NOUN'), ('take', 'VERB'), ('weave', 'NOUN')]"
56,ac/dc,classic clothe logo rock shirt small,"[('classic', 'ADJ'), ('clothe', 'NOUN'), ('logo', 'NOUN'), ('rock', 'NOUN'), ('shirt', 'NOUN'), ('small', 'ADJ')]"
57,accented apparel n more,airplane awareness breast cancer cessna clothe custom design embroider personalize pink polo ribbon shirt,"[('airplane', 'NOUN'), ('awareness', 'NOUN'), ('breast', 'NOUN'), ('cancer', 'NOUN'), ('cessna', 'NOUN'), ('clothe', 'NOUN'), ('custom', 'NOUN'), ('design', 'NOUN'), ('embroider', 'ADJ'), ('personalize', 'VERB'), ('pink', 'ADJ'), ('polo', 'NOUN'), ('ribbon', 'NOUN'), ('shirt', 'NOUN')]"
58,acceptance,acceptance clothe medium shirt tree,"[('acceptance', 'NOUN'), ('clothe', 'NOUN'), ('medium', 'NOUN'), ('shirt', 'NOUN'), ('tree', 'NOUN')]"
59,accessory street,accessory canvas clothe navy street strip tote white,"[('accessory', 'NOUN'), ('canvas', 'VERB'), ('clothe', 'NOUN'), ('navy', 'NOUN'), ('street', 'NOUN'), ('strip', 'NOUN'), ('tote', 'NOUN'), ('white', 'ADJ')]"
60,accessorybug,bag black burgundy clothe coach designer detective faux fendi genuine handbag inspire leather purse spy style tan tote,"[('bag', 'NOUN'), ('black', 'ADJ'), ('burgundy', 'NOUN'), ('clothe', 'NOUN'), ('coach', 'NOUN'), ('designer', 'NOUN'), ('detective', 'NOUN'), ('faux', 'ADP'), ('fendi', 'VERB'), ('genuine', 'ADJ'), ('handbag', 'NOUN'), ('inspire', 'NOUN'), ('leather', 'NOUN'), ('purse', 'NOUN'), ('spy', 'NOUN'), ('style', 'NOUN'), ('tan', 'NOUN'), ('tote', 'NOUN')]"
61,accoutrements,clothe glass pirate shoot,"[('clothe', 'NOUN'), ('glass', 'NOUN'), ('pirate', 'NOUN'), ('shoot', 'NOUN')]"
62,acer,acer aspire chromebook computer core ddr desktop drive dual dvd geforce gen ghz graphics gray hard hdd intel laptop lead memory notebook nvidia predator ram refurbish screen sdram ssd steel touch wind writer,"[('acer', 'NOUN'), ('aspire', 'NOUN'), ('chromebook', 'NOUN'), ('computer', 'NOUN'), ('core', 'NOUN'), ('ddr', 'NOUN'), ('desktop', 'NOUN'), ('drive', 'NOUN'), ('dual', 'ADJ'), ('dvd', 'NOUN'), ('geforce', 'NOUN'), ('gen', 'NOUN'), ('ghz', 'NOUN'), ('graphics', 'NOUN'), ('gray', 'VERB'), ('hard', 'ADJ'), ('hdd', 'NOUN'), ('intel', 'NOUN'), ('laptop', 'NOUN'), ('lead', 'NOUN'), ('memory', 'NOUN'), ('notebook', 'NOUN'), ('nvidia', 'NOUN'), ('predator', 'NOUN'), ('ram', 'NOUN'), ('refurbish', 'ADJ'), ('screen', 'NOUN'), ('sdram', 'NOUN'), ('ssd', 'NOUN'), ('steel', 'NOUN'), ('touch', 'NOUN'), ('wind', 'NOUN'), ('writer', 'NOUN')]"
63,acorn,acorn bandana blue clothe hat kid medium primary pstripe red snowflake sock stow stripe versa way women youth,"[('acorn', 'ADJ'), ('bandana', 'NOUN'), ('blue', 'ADJ'), ('clothe', 'NOUN'), ('hat', 'NOUN'), ('kid', 'NOUN'), ('medium', 'ADJ'), ('primary', 'ADJ'), ('pstripe', 'NOUN'), ('red', 'ADJ'), ('snowflake', 'NOUN'), ('sock', 'NOUN'), ('stow', 'NOUN'), ('stripe', 'NOUN'), ('versa', 'NOUN'), ('way', 'NOUN'), ('women', 'NOUN'), ('youth', 'NOUN')]"
64,acting out,clothe dot hokey musical pokey polka skirt,"[('clothe', 'NOUN'), ('dot', 'NOUN'), ('hokey', 'NOUN'), ('musical', 'ADJ'), ('pokey', 'NOUN'), ('polka', 'NOUN'), ('skirt', 'NOUN')]"
65,action optics,action ambush clothe optics sunglasses,"[('action', 'NOUN'), ('ambush', 'NOUN'), ('clothe', 'NOUN'), ('optics', 'NOUN'), ('sunglasses', 'NOUN')]"
66,actiontec,actiontec adapter coax ecb ethernet kit moca multi mywirelesstv room video wireless,"[('actiontec', 'ADJ'), ('adapter', 'NOUN'), ('coax', 'ADJ'), ('ecb', 'NOUN'), ('ethernet', 'NOUN'), ('kit', 'NOUN'), ('moca', 'X'), ('multi', 'ADJ'), ('mywirelesstv', 'NOUN'), ('room', 'NOUN'), ('video', 'NOUN'), ('wireless', 'NOUN')]"
67,active products,active basic camisole clothe leopard long scoopneck sock tank,"[('active', 'ADJ'), ('basic', 'ADJ'), ('camisole', 'ADJ'), ('clothe', 'NOUN'), ('leopard', 'NOUN'), ('long', 'ADJ'), ('scoopneck', 'ADJ'), ('sock', 'NOUN'), ('tank', 'NOUN')]"
68,activeon,camera,"[('camera', 'NOUN')]"
69,acura,acura adjustable cap clothe embroider fine hat,"[('acura', 'NOUN'), ('adjustable', 'ADJ'), ('cap', 'NOUN'), ('clothe', 'NOUN'), ('embroider', 'ADV'), ('fine', 'ADJ'), ('hat', 'NOUN')]"
70,adam & eve,adam adult black clothe costume eve set shirt short sleeve vee xxl,"[('adam', 'ADJ'), ('adult', 'NOUN'), ('black', 'ADJ'), ('clothe', 'NOUN'), ('costume', 'NOUN'), ('eve', 'NOUN'), ('set', 'VERB'), ('shirt', 'NOUN'), ('short', 'ADJ'), ('sleeve', 'ADJ'), ('vee', 'X'), ('xxl', 'NOUN')]"
71,adi designs,adi backpack clothe clutch cuff design dress expressions fur genuine glove lambskin leather line purse rabbit series small thinsulate urban women,"[('adi', 'VERB'), ('backpack', 'NOUN'), ('clothe', 'NOUN'), ('clutch', 'NOUN'), ('cuff', 'ADJ'), ('design', 'NOUN'), ('dress', 'NOUN'), ('expressions', 'NOUN'), ('fur', 'VERB'), ('genuine', 'ADJ'), ('glove', 'NOUN'), ('lambskin', 'NOUN'), ('leather', 'NOUN'), ('line', 'NOUN'), ('purse', 'NOUN'), ('rabbit', 'NOUN'), ('series', 'NOUN'), ('small', 'ADJ'), ('thinsulate', 'NOUN'), ('urban', 'ADJ'), ('women', 'NOUN')]"
